rbd,nombre,región,comuna,cod_edu,rama_edu,total.lectura,promedio.lectura,mediana.lectura,desviación.lectura,total.matemática,promedio.matemática,mediana.matemática,desviación.matemática,total.historia,promedio.historia,mediana.historia,desviación.historia,total.ciencias,promedio.ciencias,mediana.ciencias,desviación.ciencias,total.nem,promedio.nem,mediana.nem,desviación.nem,total.ranking,promedio.ranking,mediana.ranking,desviación.ranking,tipo.dependencia,nivel.socioeconómico,ruralidad
10555,ESCUELA BASICA BASE EL BOSQUE,REGION METROPOLITANA DE SANTIAGO,EL BOSQUE,363,CIENTÍFICO-HUMANISTA NOCTURNO,6,388.7,417.5,68.3,7,405.6,396,64.68,5,410,384,63.95,3,401.3,396,112.1,15,499.5,486,93.8,15,523.3,505,126.08,NA,NA,NA
2124,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,363,CIENTÍFICO-HUMANISTA NOCTURNO,2,389.5,389.5,89.8,2,405.5,405.5,71.42,2,417,417,77.78,1,345,345,0,2,709,709,175.36,2,726,726,175.36,Municipal Corporación,Bajo,Urbano
24444,LICEO INDUSTRIAL HARDWARE,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,13,385.2,366,82.59,13,405.5,434,83.68,11,380.7,373,98.6,4,371.3,380,29.16,21,462.6,425,119.41,21,483.1,425,148.77,Municipal Corporación,Bajo,Urbano
13333,ESC. FAMILIAR AGRICOLA VALLE DEL ELQUI,REGION DE COQUIMBO,LA SERENA,710,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,5,458.8,468,124.63,5,405.4,383,114.36,2,417,417,46.67,3,341.3,280,111.47,15,561.5,568,68.53,15,593.9,588,102.29,Particular subvencionado,Bajo,Rural
12610,LICEO INSTITUTO COMERCIAL DE ARICA,REGION DE ARICA Y PARINACOTA,ARICA,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,10,440.2,445.5,141.9,10,405.4,381,113,9,467.4,479,92.47,4,451.8,472,182.08,16,575.8,589.5,123.54,16,588.8,592.5,139.03,Servicio Local de Educación,Medio Bajo,Urbano
11883,LICEO MUNICIPAL POLIVALENTE MARIA PINTO,REGION METROPOLITANA DE SANTIAGO,MARIA PINTO,310,CIENTÍFICO-HUMANISTA DIURNO,18,424.4,420,84.83,18,405.4,402.5,79.35,8,469,449.5,73.7,12,460,475,67.31,27,590.9,604,104.76,27,609.6,621,121.51,Municipal Corporación,Medio Bajo,Urbano
1666,C.E.I.A. LOS CASTANOS,REGION DE VALPARAISO,VIÑA DEL MAR,363,CIENTÍFICO-HUMANISTA NOCTURNO,10,410.8,390,97.9,9,405.3,383,119.1,7,409.9,415,102.36,5,465.2,487,120.04,14,594.4,585,114.47,14,616.4,585,134.85,NA,NA,NA
5021,LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU,REGION DEL BIOBIO,LEBU,510,TÉCNICO-PROFESIONAL INDUSTRIAL,10,390.6,387,61.63,10,405.3,402.5,79.64,7,419,405,34.28,4,356.5,346,68.53,15,609.7,616,103.65,15,636.4,639,126.54,Municipal DAEM,Bajo,Urbano
802,LICEO BICENTENARIO DE EXCELENCIA LICEO PRESIDENTE EDUARDO FREI MONTALVA,REGION DE COQUIMBO,MONTE PATRIA,610,TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS,9,382.4,333,114.23,8,405.1,396,78.47,4,362.3,405,92.65,9,371.6,350,84.2,9,576.6,616,123.89,9,663.9,737,182.13,Municipal DAEM,Bajo,Urbano
10091,ESCUELA PROFESORA GLADYS VALENZUELA V,REGION METROPOLITANA DE SANTIAGO,LO PRADO,310,CIENTÍFICO-HUMANISTA DIURNO,20,403.6,392.5,74.35,21,405,409,65.11,10,424.1,419.5,60.49,15,420.3,434,89.44,42,482.3,470,141.75,42,512.9,470,184.48,Servicio Local de Educación,Medio Bajo,Urbano
10572,LICEO FRAY LUIS BELTRAN,REGION METROPOLITANA DE SANTIAGO,EL BOSQUE,363,CIENTÍFICO-HUMANISTA NOCTURNO,8,383.5,372,44.3,7,404.9,409,60.82,5,439.4,442,41.06,6,404.3,439,79.6,14,607.7,652.5,152.92,14,642.9,683.5,178.65,NA,NA,NA
11337,CENTRO DE EDUCACION INTEGRADA DE ADULTOS,REGION DEL MAULE,SAN JAVIER,363,CIENTÍFICO-HUMANISTA NOCTURNO,16,418.1,427.5,117.74,15,404.8,434,93.23,7,401.7,415,99.66,12,422.9,427.5,81.95,33,465.6,467,104.45,33,479.1,467,123.62,NA,NA,NA
10449,ESCUELA CAMINO DE LUZ,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,363,CIENTÍFICO-HUMANISTA NOCTURNO,39,297.6,288,58.21,39,404.8,396,92.53,38,378.4,384,60.23,39,341.9,345,67.88,46,407.5,415,75.32,46,411,415,81.36,NA,NA,NA
20469,CENTRO DE EDUCACION INTEGRAL DE ADULTOS PAIHUEN DE VICUÑA,REGION DE COQUIMBO,VICUÑA,363,CIENTÍFICO-HUMANISTA NOCTURNO,10,462.5,450.5,76.8,10,404.7,396,53.95,9,445.2,415,94.48,5,413.6,419,79.19,20,554.1,528,132.52,20,565.5,528,150.01,NA,NA,NA
22388,CENTRO DE EDUC. DE ADULTOS SANDROCK,REGION DE LOS RIOS,VALDIVIA,363,CIENTÍFICO-HUMANISTA NOCTURNO,24,387.3,392.5,78.01,23,404.7,383,91.05,18,415.3,419.5,65.64,14,392.8,404.5,84.13,40,545.5,544.5,86.64,40,572.5,564,111.01,NA,NA,NA
1449,COLEGIO CARMELITA FELIPE CORTÉS,REGION DE VALPARAISO,NOGALES,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,30,426,425,107.86,29,404.6,422,84.96,11,470,479,70.95,20,413.2,429,73.74,37,556.7,561,97.18,37,573.8,571,113.73,Particular subvencionado,Bajo,Urbano
22218,COLEGIO PUFUDI,REGION DE LOS RIOS,MARIQUINA,310,CIENTÍFICO-HUMANISTA DIURNO,11,420.5,428,72.51,11,404.6,409,77.53,5,445.6,457,120.84,6,414,434,103.41,13,548,517,73.68,13,557.5,517,91.3,Particular subvencionado,Bajo,Rural
5729,LICEO TÉCNICO FEMENINO SANTA CRUZ ÑIELOL,REGION DE LA ARAUCANIA,TEMUCO,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,17,413.7,428,60.97,16,404.4,396,89.89,7,459.7,433,102.68,13,425.2,455,69.79,18,577.7,575.5,86.45,18,597.7,595,108.09,Particular subvencionado,Medio Bajo,Urbano
14462,CENTRO DE ESTUDIOS SAN IGNACIO,REGION DE VALPARAISO,VILLA ALEMANA,363,CIENTÍFICO-HUMANISTA NOCTURNO,28,411.1,395,98.55,27,404.4,409,85.21,19,415.7,395,106.74,13,429.7,444,57.84,40,559.5,593,102.74,40,578.6,602.5,119.12,NA,NA,NA
22397,COLEGIO TECNICO PROFESIONAL SANTA TERESA DE LOS ANDES,REGION DE LOS LAGOS,OSORNO,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,12,378.2,378,68.82,10,404.4,402.5,64.78,7,376.6,384,59.58,5,367.6,413,111.32,16,613.3,627,100.09,16,668.1,682,132.54,Particular subvencionado,Bajo,Urbano
25373,COLEGIO SAN RAFAEL ARCANGEL,REGION METROPOLITANA DE SANTIAGO,LA REINA,310,CIENTÍFICO-HUMANISTA DIURNO,14,455.1,465.5,124.59,14,404.3,415,112.81,7,494.9,503,99.72,8,477.8,476,121.2,15,608.3,621,93.01,15,624.9,648,104.44,Particular pagado,Alto,Urbano
4977,LICEO COMERCIAL ANDRES BELLO LOPEZ,REGION DEL BIOBIO,CORONEL,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,21,390.1,384,99.63,20,404.2,409,72.62,14,419.8,457,98.98,12,381,380,70.5,29,620.6,627,92.44,29,629.6,634,100.8,Municipal DAEM,Bajo,Urbano
10666,LICEO POLIVALENTE GREGORIO MORALES MIRANDA,REGION METROPOLITANA DE SANTIAGO,PAINE,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,18,370.2,384,73.56,17,404.1,422,90.15,2,328.5,328.5,62.93,17,415.8,444,65.7,20,582.8,599.5,75.79,20,614.6,624,110.06,Municipal DAEM,Bajo,Urbano
1335,LICEO BICENTENARIO LICEO POLITECNICO LLAY LLAY,REGION DE VALPARAISO,LLAILLAY,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL COMERCIAL,9,429.8,463,78.91,9,404,409,74.66,3,392.7,395,41.55,7,367.6,380,51.08,9,602.2,590,57.9,9,655.8,638,90.32,Municipal DAEM,Medio Bajo,Urbano
3443,COLEGIO ROBINSON CABRERA BELTRAN,REGION DEL MAULE,RETIRO,363,CIENTÍFICO-HUMANISTA NOCTURNO,4,362,417.5,143.02,4,404,393.5,128.17,3,434.7,442,26.76,2,442,442,32.53,8,564.8,552.5,107.48,8,572.9,554,117.65,Municipal DAEM,Bajo,Rural
25484,ESC PART. SIGLO XXI DE LAMPA,REGION METROPOLITANA DE SANTIAGO,LAMPA,363,CIENTÍFICO-HUMANISTA NOCTURNO,5,359.8,407,124.23,5,404,396,102.93,2,414.5,414.5,91.22,5,452.2,440,44.97,11,474.1,434,94.42,11,487.1,444,118.16,NA,NA,NA
10717,ESCUELA TECNICA SANTA MARIA MICAELA,REGION METROPOLITANA DE SANTIAGO,TALAGANTE,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,40,384.8,389.5,89.62,39,403.9,409,87.11,32,398.3,400,84.39,10,382.7,374,70.32,52,589,588.5,94.45,52,617.8,613,119.79,Particular subvencionado,Bajo,Urbano
10845,LICEO BICENTENARIO PRESIDENTE BALMACEDA,REGION METROPOLITANA DE SANTIAGO,CURACAVI,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,36,368.1,343,83.79,35,403.8,409,70.64,14,394.7,378.5,93.31,25,387.5,380,73.25,40,627.1,635.5,71.53,40,641.9,651.5,84.09,Municipal DAEM,Medio Bajo,Urbano
656,LICEO BICENTENARIO DE EXCELENCIA LICEO PEDRO REGALADO S. VIDELA O.,REGION DE COQUIMBO,ANDACOLLO,310,CIENTÍFICO-HUMANISTA DIURNO,11,416.6,428,81.75,10,403.7,409,62.54,3,392.7,395,41.55,11,391.4,396,77.32,12,510.2,533,114.03,12,525.4,536,131.81,Servicio Local de Educación,Bajo,Urbano
25235,LICEO DE ADULTOS POETA VICENTE HUIDOBRO,REGION METROPOLITANA DE SANTIAGO,QUILICURA,363,CIENTÍFICO-HUMANISTA NOCTURNO,17,347.3,346,91.84,16,403.7,396,92.57,11,385.1,395,86.77,12,351.8,335,90.51,40,524.2,511.5,115.67,40,536.7,513.5,130.73,NA,NA,NA
20409,ESCUELA HOSPITALARIA PUERTO MONTT,REGION DE LOS LAGOS,PUERTO MONTT,310,CIENTÍFICO-HUMANISTA DIURNO,2,441.5,441.5,65.76,2,403.5,403.5,177.48,1,479,479,0,1,440,440,0,3,592.3,556,72.67,3,677.7,598,149.39,NA,NA,NA
14421,CENTRO DE EDUCACION DE ADULTOS CEAVI,REGION DE VALPARAISO,VIÑA DEL MAR,363,CIENTÍFICO-HUMANISTA NOCTURNO,25,385.1,359,86.61,24,403.5,428,64.43,13,424.5,424,81.68,17,392.5,408,81.53,50,559.3,557.5,104.76,50,579.1,579,121.93,NA,NA,NA
9631,ESCUELA ESPECIAL DE ADULTOS,REGION METROPOLITANA DE SANTIAGO,SAN RAMON,363,CIENTÍFICO-HUMANISTA NOCTURNO,13,366,390,102.42,13,403.5,422,77.97,10,408.2,389.5,107.92,6,389.3,385,81.09,30,474.5,470.5,113.76,30,488.6,472,138.84,NA,NA,NA
16459,INSTITUTO TECNICO SUPERIOR CONSTITUCION,REGION DEL MAULE,CONSTITUCION,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,9,397.9,401,98.5,8,403.4,383,93.87,6,402.8,367.5,96.39,7,378.1,370,81.31,1,659,659,0,1,749,749,0,Particular subvencionado,Bajo,Rural
31104,LICEO TÉCNICO PROFESIONAL DE ADULTOS BIOBÍO,REGION DEL BIOBIO,CONCEPCION,763,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,7,358.6,346,81.38,7,403.4,422,67.19,7,405.7,373,69.77,4,361.8,345,52.45,8,378.5,380.5,65.11,8,388.1,380.5,77.06,NA,NA,NA
2064,LICEO POETA VICENTE HUIDOBRO,REGION DE VALPARAISO,CARTAGENA,810,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL MARITIMA,11,368.7,372,58.84,12,403.3,409,77.02,12,404,419.5,50.53,6,412.5,445,74.41,17,534.8,508,89.39,17,548.4,508,108.36,Municipal DAEM,Bajo,Urbano
17848,YIRE LICEO POLITECNICO DE COIHUECO,REGION DE ÑUBLE,COIHUECO,610,TÉCNICO-PROFESIONAL TECNICA Y SERVICIOS,5,367.2,366,27.65,5,403.2,422,33.12,3,422.3,433,55.77,2,294.5,294.5,71.42,9,564,535,101.98,9,588.4,535,137.69,Particular subvencionado,Bajo,Urbano
2329,LICEO IGNACIO CARRERA PINTO,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,SAN VICENTE,363,CIENTÍFICO-HUMANISTA NOCTURNO,9,437.7,428,90.23,9,403.1,383,48.66,8,450.1,493.5,102.7,4,370.3,383.5,94.74,21,530.9,527,117.01,21,545.4,527,135.37,Municipal Corporación,Medio Bajo,Urbano
12741,COLEGIO LATIONOAMERICANO LAS PARINAS,REGION DE TARAPACA,IQUIQUE,310,CIENTÍFICO-HUMANISTA DIURNO,15,436.8,423,78.77,15,403.1,422,75.44,12,427.3,414.5,82.74,14,415.5,419,76.63,16,474.6,474,118.29,16,485.5,474,136.66,Particular subvencionado,Medio,Urbano
3657,LICEO LIBERTADOR BERNARDO O´HIGGINS RIQUELME,REGION DE ÑUBLE,CHILLAN,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,8,398.9,435.5,91.3,8,403.1,389,71.7,4,391.3,360,111.59,5,363.8,356,104.64,14,533.7,543.5,130.2,14,562.8,561,161.17,Municipal DAEM,Bajo,Urbano
9107,LICEO ERASMO ESCALA ARRIAGADA,REGION METROPOLITANA DE SANTIAGO,PEÑALOLEN,363,CIENTÍFICO-HUMANISTA NOCTURNO,14,380,381,92.82,13,403.1,409,119.14,9,449.2,433,90.61,9,374.6,416,85.24,24,490.8,490,94.9,24,516.5,529.5,116.62,NA,NA,NA
1301,LICEO MANUEL MARIN,REGION DE VALPARAISO,PUTAENDO,510,TÉCNICO-PROFESIONAL INDUSTRIAL,8,359.3,370.5,62.79,8,403.1,382.5,87.8,7,374.6,362,57.34,6,374,383,51.06,9,513,484,89.94,9,549.2,484,141.56,Municipal DAEM,Bajo,Urbano
1194,LICEO MAXIMILIANO SALAS MARCHAN,REGION DE VALPARAISO,LOS ANDES,363,CIENTÍFICO-HUMANISTA NOCTURNO,9,423.8,433,113.63,9,403,409,69.5,8,440,468.5,110.92,5,443.4,429,60.61,22,500.2,482.5,119.5,22,519.3,499,141.64,Municipal DAEM,Medio,Urbano
2233,COLEGIO TECNOLOGICO PULMAHUE,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,MOSTAZAL,310,CIENTÍFICO-HUMANISTA DIURNO,7,409.7,423,69.94,7,403,409,70.46,3,497.3,508,28.54,6,404.8,398.5,84.38,11,542.5,523,114.06,11,570.4,539,137.65,Particular subvencionado,Medio Bajo,Urbano
17810,CENTRO DE EDUCACIÓN DE ADULTOS QUIMAHUE,REGION DEL BIOBIO,CAÑETE,363,CIENTÍFICO-HUMANISTA NOCTURNO,10,361.6,381,71.73,9,402.8,396,90.36,6,408,424,77.79,7,409,396,55.23,23,615.8,600,126.16,23,624.6,600,135.29,NA,NA,NA
7941,LICEO CARLOS IBAÑEZ DEL CAMPO,REGION DE LOS LAGOS,FRESIA,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,7,325,318,32.59,6,402.8,395.5,64.53,6,387.3,394,52.63,7,338.3,314,79.49,12,566.8,537.5,93.2,12,590.4,541,129.05,Servicio Local de Educación,Bajo,Urbano
11608,LICEO TECNICO PROFESIONAL JUAN PABLO II,REGION DE AISEN,COIHAIQUE,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,7,436.6,453,88.05,7,402.7,369,86.83,4,436.5,441.5,39.82,5,390,380,32.98,10,572.5,551.5,90.34,10,588.4,563.5,105.51,Particular subvencionado,Bajo,Urbano
15854,INSTITUTO DE EDUCACION DE ADULTO SAN ANDRES,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,363,CIENTÍFICO-HUMANISTA NOCTURNO,9,438.2,458,72.21,9,402.6,396,67.52,6,422.5,403,121.07,4,335.3,350.5,65.58,15,527.2,506,79.39,15,543.8,536,89.82,NA,NA,NA
4824,LICEO BICENTENARIO DE EXCELENCIA INDUSTRIAL DE TOME,REGION DEL BIOBIO,TOME,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,35,418.1,433,84.6,37,402.6,422,97.97,25,429.8,424,88.07,17,433.2,423,60.8,40,576.5,599.5,96.44,40,595,618,115.04,Corporación de administración delegada,Bajo,Urbano
13330,COLEGIO PARTICULAR PIERROT,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,6,406.2,382,113.93,7,402.6,409,101.42,4,415.5,449.5,88.97,2,248,248,16.97,7,502.6,534,94.01,7,567.4,608,146.95,Particular subvencionado,Medio,Urbano
5703,LICEO BICENTENARIO DE EXCELENCIA TECNICO PROFESIONAL CENTENARIO,REGION DE LA ARAUCANIA,TEMUCO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,2,479.5,479.5,58.69,2,402.5,402.5,27.58,1,497,497,0,1,444,444,0,3,594,616,89.06,3,617,666,105.42,Particular subvencionado,Bajo,Urbano
9285,ESCUELA MARCELA PAZ,REGION METROPOLITANA DE SANTIAGO,LA FLORIDA,310,CIENTÍFICO-HUMANISTA DIURNO,14,462.9,450.5,112.58,12,402.5,369,110.09,5,523.6,524,40.02,8,497,487,72.73,17,598.2,593,88.9,17,653.5,644,133.98,Municipal Corporación,Medio Bajo,Urbano
13168,LICEO EL PALOMAR,REGION DE ATACAMA,COPIAPO,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,4,411.3,417,110.02,2,402.5,402.5,27.58,1,547,547,0,3,429.7,449,52.73,10,622.8,590,99.25,10,651.8,615,119.38,Servicio Local de Educación,Bajo,Urbano
3802,LICEO SAN GREGORIO,REGION DE ÑUBLE,ÑIQUEN,410,TÉCNICO-PROFESIONAL COMERCIAL,14,410.6,375,102.31,13,402.4,409,93.28,6,419.3,445,71.84,11,382.3,402,73.44,19,619.4,670,124.73,19,653.7,701,151.39,Municipal DAEM,Bajo,Urbano
10076,COMPLEJO EDUCACIONAL PEDRO PRADO,REGION METROPOLITANA DE SANTIAGO,LO PRADO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,5,367.4,372,49.3,5,402.4,466,124.3,4,387.3,403,111.62,1,297,297,0,8,521,506,125.61,8,529.4,506,136.31,Servicio Local de Educación,Bajo,Urbano
10500,COLEGIO POLIV. EL ALBORADA,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,5,319.2,296,60.29,5,402.4,409,66.96,3,451,424,54.74,3,417,429,42.3,11,493.3,492,72.17,11,527.5,520,105.8,Particular subvencionado,Medio Bajo,Urbano
11139,LICEO FERNANDO BINVIGNAT MARIN,REGION DE COQUIMBO,COQUIMBO,710,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,8,411,412,63.04,7,402.1,355,98.67,4,466,464.5,15.64,2,329,329,29.7,11,512.9,496,91.65,11,517.9,496,100.03,Servicio Local de Educación,Bajo,Urbano
5921,LICEO BICENTENARIO PADRE NICOLÁS,REGION DE LA ARAUCANIA,VILCUN,410,TÉCNICO-PROFESIONAL COMERCIAL,10,386.9,398,49.35,10,402.1,432.5,99.65,4,467.8,452.5,53.71,6,338.8,340.5,58.94,15,556.9,539,97.54,15,602,565,136.87,Particular subvencionado,Bajo,Urbano
1672,LICEO BICENTENARIO JOSÉ FRANCISCO VERGARA ETCHEVERS,REGION DE VALPARAISO,VIÑA DEL MAR,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,6,421.2,473,129.88,6,402,408.5,51.32,3,493.3,497,96.55,3,372.7,381,24.58,6,567.7,572,107.59,6,579.7,577,121.71,Municipal Corporación,Medio Bajo,Urbano
7044,LICEO SANTO CURA DE ARS,REGION DE LOS RIOS,MAFIL,610,TÉCNICO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,9,416.2,417,82.21,9,401.9,383,54.64,5,433.6,424,64.8,8,411.5,410,81.63,11,547.3,561,89.64,11,568,565,122.37,Particular subvencionado,Medio Bajo,Urbano
9694,INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA,REGION METROPOLITANA DE SANTIAGO,PEDRO AGUIRRE CERDA,510,TÉCNICO-PROFESIONAL INDUSTRIAL,5,400.8,395,34.62,5,401.6,422,89.29,1,472,472,0,5,396.6,389,42.2,11,406.8,401,63.52,11,407.6,401,65.23,Corporación de administración delegada,Bajo,Urbano
10735,LICEO POLIV. LUIS HUMBERTO ACOSTA GAY,REGION METROPOLITANA DE SANTIAGO,EL MONTE,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,8,390.5,356,103.67,7,401.6,396,90.41,6,395.3,350,129.88,2,377.5,377.5,68.59,13,595.1,572,115.71,13,636.7,606,151.83,Municipal DAEM,Bajo,Urbano
4897,LICEO SAN JUAN BAUTISTA DE HUALQUI,REGION DEL BIOBIO,HUALQUI,363,CIENTÍFICO-HUMANISTA NOCTURNO,6,335.8,359.5,66.44,5,401.6,409,69.07,3,447.3,442,35.3,4,312.5,322,93.95,7,599.6,606,81.19,7,625.4,629,97.61,Servicio Local de Educación,Bajo,Urbano
25095,COLEGIO PARTICULAR LAS ACACIAS DE MELIPILLA,REGION METROPOLITANA DE SANTIAGO,MELIPILLA,310,CIENTÍFICO-HUMANISTA DIURNO,7,490.9,453,99.69,8,401.5,428,99.85,2,435,435,103.24,6,463.2,505.5,128.36,13,526.3,534,76.75,13,553.2,553,103.72,Particular subvencionado,Medio Bajo,Urbano
10584,LICEO DE ADULTOS PUCARA DE CHENA,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,663,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS,4,403,416.5,58.3,4,401.5,408.5,39.23,3,482.3,497,35.36,1,455,455,0,8,675.6,648,65.24,8,742.4,716,77.55,NA,NA,NA
