rbd,nombre,región,comuna,cod_edu,rama_edu,total.lectura,promedio.lectura,mediana.lectura,desviación.lectura,total.matemática,promedio.matemática,mediana.matemática,desviación.matemática,total.historia,promedio.historia,mediana.historia,desviación.historia,total.ciencias,promedio.ciencias,mediana.ciencias,desviación.ciencias,total.nem,promedio.nem,mediana.nem,desviación.nem,total.ranking,promedio.ranking,mediana.ranking,desviación.ranking,tipo.dependencia,nivel.socioeconómico,ruralidad
9385,COLEGIO LE MONDE,REGION METROPOLITANA DE SANTIAGO,LA FLORIDA,310,CIENTÍFICO-HUMANISTA DIURNO,61,507.9,507,118.73,60,490.2,485,116.81,34,551.2,558.5,96.97,39,508.8,499,106.91,67,606.4,604,97.29,67,622.7,612,114.55,Particular subvencionado,Medio,Urbano
4830,LICEO REPÚBLICA DEL ECUADOR,REGION DEL BIOBIO,TOME,310,CIENTÍFICO-HUMANISTA DIURNO,57,505.8,516,111.37,57,490.2,501,102.95,31,494.9,497,95.86,34,508.9,504.5,98.18,60,649.8,651,105.97,60,656.3,655.5,112.11,Municipal DAEM,Medio,Urbano
7200,LICEO RODULFO AMANDO PHILIPPI,REGION DE LOS RIOS,PAILLACO,310,CIENTÍFICO-HUMANISTA DIURNO,108,503.7,511.5,85.7,106,490.2,485,90.83,55,489.2,479,87.74,76,481,482,95.74,116,678.5,716.5,101.49,116,692.6,733,109.02,Municipal DAEM,Medio Bajo,Urbano
13442,COLEGIO SANTA FAMILIA,REGION DE COQUIMBO,COQUIMBO,310,CIENTÍFICO-HUMANISTA DIURNO,70,478.7,473,110.64,70,490,489,87.38,25,478.5,485,71.15,56,475.7,478,102.16,73,587.9,582,123.04,73,597.1,584,133.19,Particular subvencionado,Medio,Urbano
12800,COLEGIO BAUTISTA LOIS HART,REGION DE ANTOFAGASTA,ANTOFAGASTA,310,CIENTÍFICO-HUMANISTA DIURNO,26,511.2,504,108.04,26,489.9,505,92.65,14,500.6,519,74.9,18,512.4,527,89.51,26,682.7,702,76.08,26,711.1,735,97.04,Particular subvencionado,Medio Alto,Urbano
1741,LICEO SANTA TERESA DE LOS ANDES,REGION DE VALPARAISO,VIÑA DEL MAR,310,CIENTÍFICO-HUMANISTA DIURNO,32,505,525.5,85.47,32,489.9,480.5,83.85,17,489.4,538,111.58,25,477.5,482,85.64,35,652.2,654,98.08,35,670,669,112.74,Particular subvencionado,Medio Bajo,Urbano
3431,COLEGIO SAN JOSE,REGION DEL MAULE,PARRAL,310,CIENTÍFICO-HUMANISTA DIURNO,95,485.4,492,111.84,93,489.9,509,98.69,55,481.9,503,110.38,71,492.9,496,83.22,101,648,654,99.34,101,665.4,672,113.29,Particular subvencionado,Medio,Urbano
17850,COLEGIO BICENTENARIO PADRE MANUEL D`ALZON,REGION DEL BIOBIO,LOTA,310,CIENTÍFICO-HUMANISTA DIURNO,119,505,507,88.75,118,489.8,501,100.53,64,466.5,472,92.63,97,490.9,503,91.76,124,644,648,101.7,124,654.4,655,110.87,Particular subvencionado,Medio,Urbano
4664,COLEGIO SANTA EUFRASIA,REGION DEL BIOBIO,CONCEPCION,310,CIENTÍFICO-HUMANISTA DIURNO,78,497,504.5,82.4,78,489.8,493,92.58,44,483.2,485,65.93,58,458.3,451,80.37,82,624.3,634.5,101.8,82,636.2,642.5,113.58,Particular subvencionado,Medio,Urbano
25050,COLEGIO PARTICULAR SAN MATEO,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,20,454.1,448,96.52,20,489.8,489,58.84,11,446.3,442,121.36,10,458.9,477,90.06,23,543.3,529,118.75,23,579,546,158.88,Particular subvencionado,Medio Bajo,Urbano
15756,CENTRO EDUC. INT. DE ADULTOS SEMPER,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,RANCAGUA,363,CIENTÍFICO-HUMANISTA NOCTURNO,8,498.6,473,101.79,7,489.7,485,53.66,6,502,519,67.76,3,456.7,396,115.63,8,587.4,581,82.93,8,634.6,605,117.21,NA,NA,NA
17652,COLEGIO RAIQUEN,REGION DEL BIOBIO,YUMBEL,310,CIENTÍFICO-HUMANISTA DIURNO,34,488.9,473,109.84,35,489.7,485,92.6,28,476.3,470.5,93.31,26,449.6,431.5,96.45,37,673.6,680,78.8,37,694.4,696,96.49,Particular subvencionado,Medio,Urbano
25084,ESCUELA RUDOLF DECK WERTH,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,310,CIENTÍFICO-HUMANISTA DIURNO,31,484.1,483,92.6,31,489.7,509,90.03,21,475,485,108.15,18,474.7,478,96.67,38,551.2,536,102.39,38,573.1,541.5,130.86,Particular subvencionado,Medio,Urbano
8944,COLEGIO PARTICULAR REGINA PACIS,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,310,CIENTÍFICO-HUMANISTA DIURNO,74,495.6,487.5,103.23,72,489.6,493,104.16,39,511.5,529,100.07,42,498.6,520,91.32,76,603.1,623.5,118.83,76,629.4,649,139.5,Particular subvencionado,Medio Alto,Urbano
25501,COLEGIO SAN ANDRES DE MAIPU,REGION METROPOLITANA DE SANTIAGO,MAIPU,310,CIENTÍFICO-HUMANISTA DIURNO,59,494.7,497,99.76,59,489.6,509,96.19,31,496.3,497,118.81,40,471.4,469,112.82,60,606,596,85.02,60,636.7,616.5,112.83,Particular subvencionado,Medio Alto,Urbano
8108,SEMINARIO CONCILIAR DE ANCUD,REGION DE LOS LAGOS,ANCUD,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,15,478.5,483,77.32,14,489.6,508.5,86.91,9,447.6,433,68.52,8,463.1,457,79.03,19,556,561,65.91,19,569.8,573,80.99,Particular subvencionado,Bajo,Urbano
7044,LICEO SANTO CURA DE ARS,REGION DE LOS RIOS,MAFIL,310,CIENTÍFICO-HUMANISTA DIURNO,10,518.2,525.5,76.03,10,489.5,522,81.92,9,504.9,529,105.57,5,446,444,44.68,13,651.1,648,103.76,13,687.1,675,131.04,Particular subvencionado,Medio Bajo,Urbano
12077,COLEGIO SAN MIGUEL DE LOS ANDES,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,310,CIENTÍFICO-HUMANISTA DIURNO,72,500.1,499.5,91.53,71,489.5,485,97.79,38,468.3,464.5,99.84,54,490.3,493,85.78,76,564.9,545,121.65,76,580.7,545,142.69,Particular subvencionado,Medio,Urbano
15832,COLEGIO BOSQUES DE CHILE,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,SAN VICENTE,310,CIENTÍFICO-HUMANISTA DIURNO,6,468.5,472.5,81.65,6,489.5,497,151.69,2,453,453,53.74,4,545.3,543,118.17,8,618.9,601.5,89.97,8,675.1,657,127.55,Particular subvencionado,Bajo,Urbano
441,ESCUELA DE CONCENTRACIÓN,REGION DE ATACAMA,TIERRA AMARILLA,510,TÉCNICO-PROFESIONAL INDUSTRIAL,2,399.5,399.5,47.38,2,489.5,489.5,47.38,2,404,404,28.28,2,418,418,162.63,6,472.3,434.5,153.09,6,508.7,441,198.21,Servicio Local de Educación,Bajo,Urbano
24842,COLEGIO LA FONTAINE,REGION METROPOLITANA DE SANTIAGO,ÑUÑOA,310,CIENTÍFICO-HUMANISTA DIURNO,16,533.4,552,111.8,16,489.4,505,95.01,12,545.6,548.5,98.28,6,570.2,568.5,24.05,16,612.3,601.5,75.2,16,635.2,612,98.8,Particular pagado,Alto,Urbano
11107,COLEGIO PART.SANTA TERESA DE JESUS,REGION DE COQUIMBO,OVALLE,310,CIENTÍFICO-HUMANISTA DIURNO,21,506.7,526,81.33,20,489.4,489,75.74,12,498,499.5,108.06,16,497.9,484,73.52,21,555.8,534,80.23,21,580.5,538,111.49,Particular pagado,Medio Alto,Urbano
24717,LICEO BICENTENARIO NUESTRA SEÑORA DE GUADALUPE,REGION METROPOLITANA DE SANTIAGO,LA GRANJA,310,CIENTÍFICO-HUMANISTA DIURNO,30,494.1,506.5,107.29,30,489.4,501,96.56,18,491.4,491,105.41,14,499.4,507,92.79,34,596.7,593,86.58,34,626.9,614.5,117.91,Particular subvencionado,Medio Bajo,Urbano
8930,LICEO B 42 TAJAMAR,REGION METROPOLITANA DE SANTIAGO,PROVIDENCIA,310,CIENTÍFICO-HUMANISTA DIURNO,228,515.3,513.5,91.08,227,489.3,493,89.21,129,530.2,538,89.86,147,491.9,498,84.21,239,693.7,702,86.84,239,702.8,709,93.38,Municipal Corporación,Medio,Urbano
2090,COLEGIO TERESA DE LOS ANDES-ALGARROBO,REGION DE VALPARAISO,ALGARROBO,310,CIENTÍFICO-HUMANISTA DIURNO,29,499.3,492,70.47,29,489.3,476,92.65,22,494.5,488,80.81,25,451.2,444,88.31,32,645.1,637,118.73,32,682.2,672,143.42,Particular subvencionado,Medio Bajo,Urbano
12241,COLEGIO CORAZON DE JESUS,REGION METROPOLITANA DE SANTIAGO,QUINTA NORMAL,310,CIENTÍFICO-HUMANISTA DIURNO,25,488.1,468,111.86,25,489.3,485,82.8,9,505.9,497,114.4,16,496.3,507.5,70.79,27,641.4,637,73.99,27,697,696,100.99,Particular subvencionado,Medio,Urbano
25418,COLEGIO POLIV. SAN BERNARDO ABAD,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,17,447.8,463,102.79,17,489.3,493,77.57,7,447.7,450,72.32,12,412,403,62.53,19,574.3,557,97.96,19,596.8,570,120.02,Particular subvencionado,Bajo,Urbano
517,LICEO GREGORIO CORDOVEZ,REGION DE COQUIMBO,LA SERENA,310,CIENTÍFICO-HUMANISTA DIURNO,145,501.4,502,91.95,142,489.2,485,96.72,71,506.3,503,77.5,102,486.9,484,87.89,155,616.6,610,95.09,155,648.6,637,120.95,Municipal Corporación,Medio,Urbano
8442,ESCUELA PEDRO PABLO LEMAITRE,REGION DE MAGALLANES,PUNTA ARENAS,310,CIENTÍFICO-HUMANISTA DIURNO,42,498.8,502,99.79,40,489.2,501,85.49,27,521.9,547,112.51,22,519,512.5,80.75,43,648.3,621,96.99,43,675.3,647,117.06,Municipal Corporación,Medio,Urbano
25613,COLEGIO PEDRO APOSTOL,REGION METROPOLITANA DE SANTIAGO,PUENTE ALTO,310,CIENTÍFICO-HUMANISTA DIURNO,72,487.8,499.5,101.69,72,489.1,493,89.17,34,498.3,500,84.64,42,495.4,498,94.28,75,589,582,87.99,75,619.2,602,117.69,Particular subvencionado,Medio Bajo,Urbano
40343,COLEGIO CREACION LA ARAUCANA PUERTO MONTT,REGION DE LOS LAGOS,PUERTO MONTT,310,CIENTÍFICO-HUMANISTA DIURNO,50,508.5,499.5,85.41,50,489,501,93.29,22,534.4,533,95.02,32,496.6,503,83.81,51,572.1,571,89.85,51,601.9,588,119.53,Particular subvencionado,Medio,Urbano
25121,COLEGIO SAN ANTONIO DE COLINA,REGION METROPOLITANA DE SANTIAGO,COLINA,310,CIENTÍFICO-HUMANISTA DIURNO,51,502.8,516,101.92,50,489,509,95.9,33,500.2,524,105.32,30,482.8,493,87.3,63,570.8,560,95.98,63,598,575,121.8,Particular subvencionado,Medio Bajo,Urbano
16452,LICEO POLITECNICO DE CURICO,REGION DEL MAULE,CURICO,710,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL AGRICOLA,2,362,362,31.11,2,489,489,5.66,1,284,284,0,1,232,232,0,4,566.3,562.5,109.51,4,592.5,577.5,141.59,Municipal DAEM,Bajo,Urbano
4644,COLEGIO PARTICULAR JUAN BOSCO,REGION DEL BIOBIO,SAN PEDRO DE LA PAZ,310,CIENTÍFICO-HUMANISTA DIURNO,62,472,473,109.72,61,488.9,493,85.51,38,463.3,481.5,107.11,47,452.2,476,104.04,70,557.9,549,116.1,70,568.3,549,129.95,Particular subvencionado,Medio Bajo,Urbano
1260,LICEO PARROQUIAL TERESITA DE LOS ANDES,REGION DE VALPARAISO,RINCONADA,310,CIENTÍFICO-HUMANISTA DIURNO,30,452.4,465.5,133.15,30,488.9,489,112.95,24,443,437.5,125.02,11,492.8,531,105.13,32,553.3,549,107.15,32,578.7,554,135.48,Particular subvencionado,Medio Bajo,Urbano
1895,LICEO TECNICO PROFESIONAL MANNHEIM,REGION DE VALPARAISO,QUILPUE,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,14,451.1,422.5,87.82,14,488.9,501,60.64,11,445.2,450,95.4,11,401.3,396,106.5,28,545.9,540.5,104.38,28,575.5,562.5,134.34,Municipal Corporación,Medio Bajo,Urbano
10543,LICEO POLIVALENTE A-127 FIDEL PINOCHET LE-BRUN,REGION METROPOLITANA DE SANTIAGO,SAN BERNARDO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,8,444.3,440.5,46.66,8,488.9,476,64.29,2,446,446,5.66,7,413.4,389,68.1,10,569.1,555.5,86.19,10,606.9,577,128.64,Municipal Corporación,Medio Bajo,Urbano
9758,COLEGIO SANTA ISABEL DE HUNGRIA,REGION METROPOLITANA DE SANTIAGO,LA CISTERNA,310,CIENTÍFICO-HUMANISTA DIURNO,71,497.7,502,85.79,70,488.8,501,101.3,38,496.9,500,92.98,49,503.9,503,81.68,74,580,574.5,91.79,74,603.5,595.5,113.07,Particular subvencionado,Medio,Urbano
8001,LICEO POLITECNICO DE CASTRO,REGION DE LOS LAGOS,CASTRO,510,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL,31,491.5,507,78.13,30,488.8,476,89.34,13,507.5,497,71.6,20,490.9,493.5,100.98,42,553.7,553.5,93.18,42,581.1,569,124.22,Municipal Corporación,Bajo,Urbano
2442,LICEO TECNICO FELISA CLARA TOLUP ZEIMAN,REGION DEL LIB. GRAL. BERNARDO O'HIGGINS,SAN FERNANDO,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,24,450,443,74.79,24,488.8,497,84.03,21,472.7,465,52.19,8,457.4,468,59.31,26,646.1,671.5,112.29,26,675.3,702,131.74,Corporación de administración delegada,Bajo,Urbano
26538,COLEGIO TERRAUSTRAL OESTE S.A,REGION METROPOLITANA DE SANTIAGO,MAIPU,310,CIENTÍFICO-HUMANISTA DIURNO,148,510,507,90.28,146,488.7,501,98.2,76,507.2,508,85.14,85,481.7,477,89.56,162,599.4,588,90.02,162,614,596,104.57,Particular subvencionado,Medio,Urbano
25709,LINCOLN COLLEGE LA FLORIDA,REGION METROPOLITANA DE SANTIAGO,LA FLORIDA,310,CIENTÍFICO-HUMANISTA DIURNO,70,518.8,532.5,80.58,69,488.5,476,89.65,25,516.8,524,77.03,50,504.1,521,96.97,73,596.5,599,99.89,73,615.4,611,118.59,Particular subvencionado,Medio,Urbano
4631,COLEGIO PARTICULAR ANDRÉS BELLO,REGION DEL BIOBIO,CHIGUAYANTE,310,CIENTÍFICO-HUMANISTA DIURNO,123,467.2,473,87.44,118,488.5,493,101.3,52,466.9,491,96.1,98,471.9,477,97.43,131,626.8,632,105.59,131,656.7,663,124.86,Particular subvencionado,Medio Bajo,Urbano
16459,INSTITUTO TECNICO SUPERIOR CONSTITUCION,REGION DEL MAULE,CONSTITUCION,410,TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL,2,453,453,89.1,2,488.5,488.5,112.43,2,469,469,63.64,1,392,392,0,1,742,742,0,1,850,850,0,Particular subvencionado,Bajo,Rural
22485,COLEGIO DE ADULTOS PUDETO,REGION DE LOS LAGOS,ANCUD,363,CIENTÍFICO-HUMANISTA NOCTURNO,2,415,415,11.31,2,488.5,488.5,94.05,2,449,449,91.92,1,402,402,0,4,657.5,670.5,113.97,4,744.3,797,149.44,NA,NA,NA
8483,LICEO BICENTENARIO DONALD MC-INTYRE GRIFFITHS,REGION DE MAGALLANES,NAVARINO,310,CIENTÍFICO-HUMANISTA DIURNO,18,520.8,530.5,127.47,18,488.4,540,125.41,12,487.6,491,129.16,9,527.3,531,72.87,18,660.9,702,127.92,18,694.3,740,153.72,Municipal DAEM,Medio Alto,Urbano
9810,LICEO POLITECNICO PART.SAGRADO CORAZON,REGION METROPOLITANA DE SANTIAGO,LO ESPEJO,310,CIENTÍFICO-HUMANISTA DIURNO,14,485.1,511,89.72,14,488.4,489,85.32,9,479.3,524,115.21,12,488.9,471,105.72,20,573.3,587.5,112.07,20,606.9,617,139.27,Particular subvencionado,Medio Bajo,Urbano
9801,COLEGIO POLIV. SAINT ORLAND,REGION METROPOLITANA DE SANTIAGO,LA CISTERNA,310,CIENTÍFICO-HUMANISTA DIURNO,47,482.6,488,87.05,47,488.4,501,96.59,23,497.7,514,86.66,31,482,493,95.57,50,655.4,659,100.25,50,687.8,693,118.61,Particular subvencionado,Medio Bajo,Urbano
10164,COLEGIO SAN FRANCISCO JAVIER,REGION METROPOLITANA DE SANTIAGO,CERRO NAVIA,310,CIENTÍFICO-HUMANISTA DIURNO,37,478.7,468,89.67,37,488.4,493,83.16,23,507.7,491,67.4,18,444.5,453,89.03,39,575.4,578,112.07,39,594.4,578,137.56,Particular subvencionado,Medio Bajo,Urbano
22602,SAINT PAUL COLLEGE,REGION DE LOS LAGOS,LLANQUIHUE,310,CIENTÍFICO-HUMANISTA DIURNO,23,483.3,492,106.98,23,488.3,516,70.18,10,486.8,486.5,110.91,17,453.7,449,80.4,26,602,585,83.88,26,635.8,592.5,123.73,Particular subvencionado,Medio,Urbano
14822,COLEGIO ALBORADA DEL MAR,REGION DE VALPARAISO,CON CON,310,CIENTÍFICO-HUMANISTA DIURNO,56,457,463,90.85,55,488.3,493,81.55,23,442.4,457,93.52,42,469.2,480.5,91.93,59,604.9,604,76.38,59,640.3,637,104.17,Particular subvencionado,Medio Bajo,Urbano
