rbd|nombre|región|comuna|cod_edu|rama_edu|total lectura|promedio lectura|mediana lectura|desviación lectura|total matemática|promedio matemática|mediana matemática|desviación matemática|total historia|promedio historia|mediana historia|desviación historia|total ciencias|promedio ciencias|mediana ciencias|desviación ciencias|total nem|promedio nem|mediana nem|desviación nem|total ranking|promedio ranking|mediana ranking|desviación ranking
40422|COLEGIO NIRVANA|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|22.0|408.3|387.0|99.78|22.0|450.3|439.5|79.73|14.0|426.1|440.5|93.77|14.0|413.1|412.5|81.89|29.0|579.9|579.0|110.09|29.0|629.9|619.0|144.11
12588|COLEGIO REINA DEL DESIERTO|REGION DE TARAPACA|ALTO HOSPICIO|363|CIENTÍFICO-HUMANISTA NOCTURNO|3.0|412.7|395.0|30.6|3.0|435.7|540.0|190.32|2.0|350.0|350.0|0.0|3.0|448.7|440.0|29.96|15.0|557.2|521.0|133.07|15.0|584.3|544.0|160.18
12747|COLEGIO RUPANIC SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|14.0|470.4|458.0|116.22|14.0|433.4|426.0|101.0|14.0|489.8|494.0|113.75|4.0|434.3|440.5|67.14|14.0|611.1|597.0|101.46|14.0|661.1|647.0|134.88
12747|COLEGIO RUPANIC SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|5.0|492.6|468.0|64.67|5.0|494.2|509.0|60.92|3.0|510.0|547.0|112.17|4.0|527.8|540.0|89.11|5.0|674.2|688.0|90.34|5.0|749.4|808.0|120.32
12650|COLEGIO SAGRADO CORAZON DE JESUS|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|123.0|489.1|488.0|94.05|120.0|500.5|509.0|88.59|75.0|501.9|497.0|75.48|98.0|477.9|486.0|90.05|130.0|674.1|683.5|85.94|130.0|690.0|699.5|97.19
12650|COLEGIO SAGRADO CORAZON DE JESUS|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|39.0|442.9|453.0|65.35|38.0|481.5|493.0|67.01|26.0|421.7|419.5|76.57|29.0|452.4|452.0|77.93|55.0|591.2|583.0|84.09|55.0|606.8|588.0|98.27
12650|COLEGIO SAGRADO CORAZON DE JESUS|REGION DE TARAPACA|ALTO HOSPICIO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|32.0|467.8|455.5|99.73|32.0|464.8|476.0|94.15|22.0|476.3|488.0|100.68|18.0|457.0|429.0|86.37|36.0|637.6|638.5|102.34|36.0|661.4|665.5|115.98
12655|COLEGIO SAN PEDRO|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|14.0|395.2|372.0|81.04|14.0|401.4|428.0|73.71|12.0|422.6|414.0|64.36|3.0|432.0|453.0|59.35|20.0|550.5|546.0|83.04|20.0|669.1|684.5|154.21
12655|COLEGIO SAN PEDRO|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|11.0|432.7|448.0|74.5|11.0|425.9|434.0|88.83|6.0|438.5|450.0|91.18|6.0|430.3|458.0|65.64|13.0|627.2|626.0|109.99|13.0|671.6|660.0|146.7
12652|COLEGIO SANTO DOMINGO SAVIO|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|26.0|410.8|398.0|93.76|26.0|458.6|461.0|87.5|18.0|451.4|453.5|76.9|14.0|411.7|385.0|112.36|37.0|562.4|546.0|93.99|37.0|609.1|556.0|141.7
12652|COLEGIO SANTO DOMINGO SAVIO|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|32.0|465.8|468.0|78.16|33.0|445.8|445.0|78.01|23.0|466.5|491.0|113.45|28.0|430.5|423.5|89.81|36.0|661.5|659.5|77.41|36.0|678.6|675.0|92.03
12632|COLEGIO SIMON BOLIVAR|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|1.0||||1.0||||1.0||||0.0||||1.0||||1.0|||
12632|COLEGIO SIMON BOLIVAR|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|5.0|439.8|458.0|43.26|5.0|449.0|445.0|56.44|4.0|424.0|437.0|72.59|3.0|494.0|468.0|62.22|5.0|545.8|546.0|37.26|5.0|554.8|546.0|49.63
12632|COLEGIO SIMON BOLIVAR|REGION DE TARAPACA|ALTO HOSPICIO|363|CIENTÍFICO-HUMANISTA NOCTURNO|3.0||||3.0||||3.0||||0.0||||6.0||||6.0|||
12632|COLEGIO SIMON BOLIVAR|REGION DE TARAPACA|ALTO HOSPICIO|663|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|3.0|402.3|401.0|25.03|3.0|420.0|434.0|88.83|3.0|434.7|457.0|76.0|1.0|406.0|406.0|0.0|11.0|662.5|633.0|104.68|11.0|685.3|643.0|122.83
12602|ESC. BASICA Y PARV. KRONOS SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|10.0|447.2|430.5|107.92|10.0|419.9|439.5|127.03|10.0|441.8|457.0|88.87|5.0|517.4|541.0|70.34|15.0|629.9|644.0|100.56|15.0|713.7|770.0|139.08
12602|ESC. BASICA Y PARV. KRONOS SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|663|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|4.0|409.8|416.5|60.3|4.0|332.5|337.0|81.99|3.0|507.0|529.0|49.79|2.0|435.0|435.0|55.15|9.0|655.1|677.0|60.4|9.0|713.6|748.0|94.64
12602|ESC. BASICA Y PARV. KRONOS SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|11.0|444.0|412.0|74.25|11.0|461.3|476.0|108.53|10.0|433.4|419.5|57.14|8.0|480.3|505.5|69.09|21.0|610.9|613.0|85.04|21.0|686.4|664.0|124.84
12602|ESC. BASICA Y PARV. KRONOS SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|463|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|3.0||||3.0||||3.0||||0.0||||3.0||||3.0|||
12602|ESC. BASICA Y PARV. KRONOS SCHOOL|REGION DE TARAPACA|ALTO HOSPICIO|363|CIENTÍFICO-HUMANISTA NOCTURNO|7.0|402.9|390.0|88.44|7.0|415.6|409.0|91.21|6.0|442.2|474.0|90.27|2.0|491.0|491.0|7.07|15.0|530.2|506.0|125.88|15.0|550.7|521.0|151.83
12686|LICEO ACADEMIA NACIONAL|REGION DE TARAPACA|ALTO HOSPICIO|663|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|5.0|383.6|340.0|101.04|5.0|406.6|396.0|80.87|4.0|420.0|399.5|69.49|1.0|336.0|336.0|0.0|7.0|575.6|557.0|48.75|7.0|592.4|568.0|62.69
12686|LICEO ACADEMIA NACIONAL|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|28.0|413.9|414.5|70.39|27.0|429.7|456.0|81.77|15.0|433.9|442.0|69.43|21.0|408.6|425.0|96.19|32.0|530.6|525.0|83.59|32.0|552.5|539.0|108.42
12686|LICEO ACADEMIA NACIONAL|REGION DE TARAPACA|ALTO HOSPICIO|363|CIENTÍFICO-HUMANISTA NOCTURNO|13.0|427.2|433.0|108.2|13.0|394.8|369.0|108.05|9.0|471.2|457.0|68.5|9.0|429.6|444.0|83.06|18.0|642.9|638.5|108.27|18.0|687.6|693.5|128.31
12686|LICEO ACADEMIA NACIONAL|REGION DE TARAPACA|ALTO HOSPICIO|463|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|2.0||||1.0||||1.0||||0.0||||8.0||||8.0|||
12686|LICEO ACADEMIA NACIONAL|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|17.0|465.7|468.0|120.96|17.0|486.2|493.0|76.28|13.0|464.2|442.0|118.8|10.0|452.1|475.5|76.45|18.0|616.5|563.5|114.87|18.0|668.7|610.5|151.47
12534|LICEO COLEGIO METODISTA ROBERT JOHNSON|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|47.0|419.6|423.0|79.88|44.0|429.9|434.0|73.41|21.0|406.2|405.0|84.48|31.0|405.8|406.0|75.14|63.0|573.3|557.0|102.31|63.0|613.6|583.0|140.23
12534|LICEO COLEGIO METODISTA ROBERT JOHNSON|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|36.0|401.2|406.5|107.15|35.0|464.6|476.0|89.26|25.0|435.8|433.0|82.36|22.0|418.1|422.0|95.67|57.0|507.9|484.0|110.82|57.0|528.7|484.0|137.98
12603|LICEO LOS CONDORES|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|23.0|530.5|540.0|98.56|23.0|528.0|523.0|86.31|9.0|525.1|555.0|89.43|18.0|502.3|516.5|82.41|25.0|696.4|713.0|71.96|25.0|712.1|728.0|84.4
12603|LICEO LOS CONDORES|REGION DE TARAPACA|ALTO HOSPICIO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|15.0|472.9|453.0|97.95|15.0|491.3|476.0|78.96|13.0|473.6|485.0|91.57|7.0|469.4|468.0|52.32|18.0|679.6|668.0|92.77|18.0|704.2|685.5|112.16
12603|LICEO LOS CONDORES|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|28.0|462.5|468.0|89.74|28.0|449.7|456.0|62.45|12.0|412.6|433.0|102.9|26.0|437.1|438.0|63.24|31.0|654.8|659.0|68.11|31.0|672.7|677.0|82.73
12719|LICEO PABLO NERUDA|REGION DE TARAPACA|ALTO HOSPICIO|363|CIENTÍFICO-HUMANISTA NOCTURNO|4.0|437.3|381.5|176.54|4.0|434.0|451.0|84.88|3.0|425.0|384.0|90.74|2.0|310.0|310.0|104.65|14.0|550.1|531.0|81.43|14.0|563.1|535.5|96.52
12719|LICEO PABLO NERUDA|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|3.0|418.0|433.0|78.58|3.0|481.7|485.0|71.06|2.0|403.0|403.0|148.49|1.0|582.0|582.0|0.0|5.0|562.0|492.0|147.81|5.0|574.8|492.0|166.79
12719|LICEO PABLO NERUDA|REGION DE TARAPACA|ALTO HOSPICIO|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|2.0|366.0|366.0|185.26|2.0|546.0|546.0|42.43|2.0|419.0|419.0|65.05|1.0|205.0|205.0|0.0|5.0|542.6|539.0|134.24|5.0|549.4|539.0|144.04
10917|LICEO S.S JUAN PABLO SEGUNDO|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|62.0|510.2|499.5|104.28|61.0|520.8|523.0|108.42|40.0|523.0|513.5|79.13|43.0|525.6|522.0|93.91|69.0|658.8|676.0|103.2|69.0|686.0|703.0|126.35
10917|LICEO S.S JUAN PABLO SEGUNDO|REGION DE TARAPACA|ALTO HOSPICIO|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|53.0|447.3|453.0|91.86|53.0|459.3|466.0|81.58|41.0|445.9|450.0|93.61|32.0|441.3|446.5|73.13|70.0|598.2|600.0|90.54|70.0|625.6|622.0|113.76
12649|LICEO SUPERIOR DIEGO PORTALES|REGION DE TARAPACA|ALTO HOSPICIO|310|CIENTÍFICO-HUMANISTA DIURNO|27.0|482.6|478.0|109.72|27.0|480.0|476.0|92.84|20.0|473.3|457.0|103.18|20.0|466.2|467.5|114.69|30.0|647.5|656.5|111.03|30.0|664.5|667.0|124.97
12649|LICEO SUPERIOR DIEGO PORTALES|REGION DE TARAPACA|ALTO HOSPICIO|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|31.0|430.5|428.0|76.69|31.0|459.9|466.0|87.99|23.0|423.0|405.0|94.73|22.0|435.6|476.0|92.86|42.0|575.6|592.0|111.94|42.0|602.0|606.0|138.21
12730|LICEO TEC. PROF. DE ADULTOS CORESOL|REGION DE TARAPACA|ALTO HOSPICIO|563|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|26.0|298.8|271.0|89.06|24.0|411.2|395.5|75.47|25.0|379.3|350.0|100.84|1.0|389.0|389.0|0.0|29.0|453.6|461.0|90.12|29.0|474.9|465.0|117.96
12759|LICEO CAMIÑA|REGION DE TARAPACA|CAMIÑA|510|TÉCNICO-PROFESIONAL INDUSTRIAL|1.0||||1.0||||1.0||||0.0||||5.0||||5.0|||
12759|LICEO CAMIÑA|REGION DE TARAPACA|CAMIÑA|410|TÉCNICO-PROFESIONAL COMERCIAL|2.0|587.0|587.0|113.14|2.0|520.5|520.5|106.77|1.0|595.0|595.0|0.0|1.0|564.0|564.0|0.0|2.0|834.0|834.0|15.56|2.0|850.0|850.0|0.0
178|LICEO TECNICO PROFESIONAL COLCHANE|REGION DE TARAPACA|COLCHANE|410|TÉCNICO-PROFESIONAL COMERCIAL|3.0|406.7|453.0|166.41|3.0|468.7|501.0|63.06|2.0|487.0|487.0|101.82|2.0|388.0|388.0|53.74|4.0|691.8|699.0|74.37|4.0|777.5|825.0|112.29
161|LICEO DE HUARA|REGION DE TARAPACA|HUARA|410|TÉCNICO-PROFESIONAL COMERCIAL|18.0|394.5|407.0|75.58|18.0|418.0|396.0|90.02|8.0|435.3|433.0|47.53|12.0|391.3|404.5|83.01|19.0|599.0|590.0|84.22|19.0|620.6|595.0|108.61
161|LICEO DE HUARA|REGION DE TARAPACA|HUARA|363|CIENTÍFICO-HUMANISTA NOCTURNO|1.0||||0.0||||0.0||||0.0||||1.0||||1.0|||
20484|AULA HOSPITALARIA SAN SEBASTIAN DE IQUIQUE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|1.0||||1.0||||0.0||||0.0||||1.0||||1.0|||
40320|COLEGIO ACADEMIA TARAPACA ORELLA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|102.0|536.1|537.5|99.45|102.0|543.8|557.5|97.55|81.0|549.5|547.0|93.56|65.0|538.2|553.0|91.73|103.0|601.2|604.0|104.89|103.0|621.8|616.0|124.31
133|COLEGIO ADVENTISTA DE IQUIQUE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|442.0|480.5|113.56|28.0|446.2|450.5|109.0|22.0|442.2|446.0|81.37|20.0|442.7|439.5|94.69|29.0|642.7|643.0|106.48|29.0|649.2|645.0|112.51
12594|COLEGIO ANTAMARA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|28.0|451.3|460.5|84.81|28.0|448.3|445.0|84.69|14.0|461.1|491.0|92.32|17.0|429.5|444.0|106.87|31.0|613.1|643.0|109.37|31.0|625.4|654.0|121.29
132|COLEGIO BAJO MOLLE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|167.0|542.0|540.0|87.82|166.0|542.7|557.5|96.55|89.0|533.4|533.0|87.36|120.0|543.8|541.0|83.94|169.0|706.7|713.0|64.72|169.0|713.1|719.0|69.57
12682|COLEGIO BULNES|REGION DE TARAPACA|IQUIQUE|363|CIENTÍFICO-HUMANISTA NOCTURNO|32.0|436.6|425.5|77.95|29.0|411.6|422.0|80.53|16.0|511.4|513.5|61.39|20.0|417.2|410.5|55.84|56.0|555.7|541.0|107.33|56.0|574.9|551.0|125.97
109|COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON|REGION DE TARAPACA|IQUIQUE|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|14.0|391.2|362.5|76.82|14.0|408.2|422.0|101.35|7.0|408.6|395.0|99.52|10.0|355.1|355.0|76.44|18.0|562.9|573.5|83.65|18.0|589.8|601.0|108.35
109|COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON|REGION DE TARAPACA|IQUIQUE|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|39.0|426.6|412.0|98.64|37.0|425.5|445.0|68.84|20.0|430.8|437.5|115.21|26.0|411.4|417.5|93.94|42.0|574.0|555.5|109.88|42.0|599.9|574.5|135.28
12518|COLEGIO DIOCESANO OBISPO LABBE|REGION DE TARAPACA|IQUIQUE|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|15.0|442.2|448.0|62.14|15.0|431.3|445.0|61.37|12.0|435.3|446.0|72.08|10.0|397.9|397.0|81.04|15.0|590.9|572.0|78.53|15.0|615.9|577.0|112.9
12518|COLEGIO DIOCESANO OBISPO LABBE|REGION DE TARAPACA|IQUIQUE|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|15.0|409.5|390.0|76.76|15.0|430.2|422.0|62.31|11.0|450.3|450.0|50.74|4.0|411.8|404.0|32.71|17.0|610.2|583.0|53.07|17.0|643.3|625.0|76.08
12518|COLEGIO DIOCESANO OBISPO LABBE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|30.0|511.4|511.5|94.69|29.0|490.9|466.0|93.16|11.0|514.0|547.0|126.57|22.0|488.8|504.5|103.19|31.0|637.2|632.0|98.79|31.0|657.5|643.0|114.11
131|COLEGIO ESCASCE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|16.0|434.7|428.0|100.86|16.0|410.1|402.5|80.81|6.0|440.0|457.5|79.29|12.0|426.0|416.0|79.4|17.0|613.4|599.0|82.83|17.0|686.4|657.0|149.96
12669|COLEGIO HISPANO BRITANICO IQUIQUE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|70.0|577.0|579.0|110.13|70.0|615.2|628.5|101.63|42.0|572.0|581.0|90.35|44.0|611.1|629.0|113.18|71.0|735.3|757.0|77.38|71.0|742.1|764.0|82.3
12590|COLEGIO HISPANO ITALIANA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|26.0|482.9|488.0|118.44|26.0|482.7|501.0|92.04|12.0|473.3|494.0|82.09|22.0|507.0|508.0|86.29|27.0|694.2|720.0|76.45|27.0|732.9|768.0|101.42
12667|COLEGIO HUMBERSTONE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|119.0|511.5|511.0|100.12|119.0|533.0|529.0|82.8|62.0|506.5|513.5|114.4|71.0|526.2|536.0|89.44|121.0|678.2|691.0|100.46|121.0|685.0|697.0|106.21
12631|COLEGIO INGLES|REGION DE TARAPACA|IQUIQUE|510|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL INDUSTRIAL|30.0|460.9|460.5|99.55|30.0|503.0|505.0|96.08|16.0|500.9|494.0|86.74|18.0|441.8|455.0|93.64|30.0|635.6|633.0|75.94|30.0|675.7|674.0|101.83
12631|COLEGIO INGLES|REGION DE TARAPACA|IQUIQUE|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|45.0|465.6|463.0|86.74|45.0|470.6|485.0|80.23|26.0|466.5|472.0|77.94|27.0|443.8|474.0|91.59|50.0|576.2|564.5|81.47|50.0|598.6|575.0|105.83
12631|COLEGIO INGLES|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|31.0|562.7|574.0|77.4|31.0|538.3|540.0|93.83|13.0|520.6|542.0|74.1|24.0|522.4|555.0|85.49|32.0|707.3|711.0|43.18|32.0|749.5|743.5|53.04
144|COLEGIO IQUIQUE YOUNG SCHOOL|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|14.0|434.1|432.5|107.28|14.0|454.0|428.0|101.8|4.0|395.3|411.5|138.03|13.0|449.4|419.0|110.03|23.0|572.1|560.0|111.82|23.0|599.4|579.0|139.76
12741|COLEGIO LATIONOAMERICANO LAS PARINAS|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|15.0|436.8|423.0|78.77|15.0|403.1|422.0|75.44|12.0|427.3|414.5|82.74|14.0|415.5|419.0|76.63|16.0|474.6|474.0|118.29|16.0|485.5|474.0|136.66
10900|COLEGIO LIRIMA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|45.0|570.8|569.0|88.31|45.0|606.1|599.0|71.58|20.0|558.8|588.5|112.68|29.0|591.3|601.0|79.96|46.0|716.2|727.5|83.87|46.0|723.8|733.5|89.32
12504|COLEGIO LITTLE COLLEGE|REGION DE TARAPACA|IQUIQUE|410|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL COMERCIAL|11.0|435.9|433.0|81.28|11.0|432.5|456.0|102.46|6.0|388.0|405.0|61.11|9.0|445.2|416.0|75.48|13.0|606.9|557.0|127.49|13.0|628.2|564.0|147.17
12504|COLEGIO LITTLE COLLEGE|REGION DE TARAPACA|IQUIQUE|610|TÉCNICO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL CO-PROFESIONAL TECNICA Y SERVICIOS|13.0|372.6|366.0|79.02|12.0|387.8|402.5|122.29|8.0|401.3|414.0|61.53|5.0|372.6|380.0|59.15|16.0|562.9|542.5|91.95|16.0|582.3|549.0|117.12
12504|COLEGIO LITTLE COLLEGE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|20.0|441.6|453.0|87.17|20.0|470.1|466.0|75.95|8.0|390.9|367.0|115.26|15.0|471.7|454.0|71.6|24.0|602.3|587.5|117.5|24.0|620.1|587.5|138.46
40295|COLEGIO MAHATMA GANDHI|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|50.0|472.1|483.0|82.54|48.0|475.5|476.0|88.39|37.0|454.3|472.0|93.18|31.0|468.2|470.0|101.54|52.0|610.9|615.0|93.03|52.0|632.6|635.5|108.92
12573|COLEGIO MARIA REINA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|64.0|487.6|492.0|87.77|64.0|443.3|445.0|87.05|35.0|486.9|479.0|103.33|37.0|447.2|425.0|81.42|65.0|588.9|582.0|89.71|65.0|602.0|589.0|103.73
12636|COLEGIO NIMARA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|15.0|473.5|453.0|104.22|15.0|452.8|466.0|100.3|10.0|537.4|550.5|108.0|10.0|466.6|494.5|93.11|15.0|645.7|648.0|73.84|15.0|687.2|683.0|108.54
130|COLEGIO NORTH COLLEGE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|26.0|481.6|470.5|91.71|26.0|478.0|471.0|95.81|13.0|460.4|450.0|83.24|21.0|460.0|462.0|101.7|26.0|633.4|629.0|74.44|26.0|659.0|652.0|94.06
12515|COLEGIO NUSTA KORI|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|18.0|467.4|460.5|95.45|17.0|431.5|445.0|73.04|9.0|497.6|503.0|46.48|12.0|430.5|431.5|92.21|19.0|545.1|567.0|119.11|19.0|556.1|572.0|130.48
12672|COLEGIO SALESIANO DE IQUIQUE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|66.0|517.6|523.0|115.25|66.0|550.6|560.0|91.04|41.0|502.2|503.0|120.2|47.0|529.0|538.0|106.79|70.0|612.6|629.0|128.88|70.0|640.7|659.5|151.78
10901|COLEGIO SAN MARTIN|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|33.0|503.5|497.0|74.33|33.0|467.1|493.0|79.45|13.0|489.8|491.0|73.8|22.0|491.6|490.0|74.05|37.0|583.1|593.0|97.09|37.0|597.1|603.0|110.62
12657|EAGLES COLLEGE|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|20.0|543.1|535.5|104.84|19.0|597.4|586.0|85.76|13.0|558.5|570.0|91.14|10.0|547.4|547.0|96.89|20.0|658.3|651.0|97.39|20.0|666.4|651.0|106.84
103|ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|21.0|450.3|433.0|94.98|19.0|450.7|445.0|75.64|10.0|442.8|418.5|119.17|12.0|434.1|443.5|97.43|22.0|534.4|541.5|116.89|22.0|541.1|541.5|125.94
12604|ESCUELA BASICA CORONA SCHOOL|REGION DE TARAPACA|IQUIQUE|310|CIENTÍFICO-HUMANISTA DIURNO|46.0|458.9|470.5|84.95|43.0|472.7|466.0|106.35|19.0|485.4|497.0|73.72|32.0|480.4|489.0|93.4|52.0|596.1|593.5|101.27|52.0|616.5|610.5|119.89
